nome,receita_total,quantidade_total,num_pedidos_unicos,primeira_venda,ultima_venda,valor_unitario_medio,emitter_cnpj,ticket_medio,qtd_media_por_pedido,period_start,period_end,frequencia_pedidos_mes,recencia_dias,score_r,score_f,score_m,cluster_score,cluster_tier
CENTRAL DE COOPERATIVAS DE RECICLAGEM DO ESTADO DE GOIAS,72982.98,1216383.0,51,2023-12-29T18:48:00+00:00,2023-12-30T11:20:00+00:00,0.06,21470880000130,1431.0388235294117,23850.647058823528,2023-12-29T18:48:00+00:00,2023-12-30T11:20:00+00:00,51.0,0.0,100.0,32.69230769230769,0.1173520354846617,33.12386389111695,A
CHEIRO VERDE COMERCIO DE MATERIAL RECICLAVEL AMBIENTAL LTDA,28102.0,22480.0,12,2022-12-29T13:49:08+00:00,2024-09-24T16:59:45+00:00,1.2750000000000001,6003515000121,2341.8333333333335,1873.3333333333333,2022-12-29T13:49:08+00:00,2024-09-24T16:59:45+00:00,0.575244094488189,57.18181818181818,92.00254291163382,0.3687462144155058,0.04518624617945119,18.566081566564748,D
CICLO AMBIENTALLTDA,24697.5,32930.0,4,2021-11-01T11:55:00+00:00,2021-11-10T18:29:00+00:00,0.75,31495730000134,6174.375,8232.5,2021-11-01T11:55:00+00:00,2021-11-10T18:29:00+00:00,4.0,3.0,99.58041958041957,2.564102564102564,0.03971202458960201,20.95760975156078,B
COBREMAX INDUSTRIA E COMERCIO EIRELI,6198671.899999999,643745.0,30,2022-10-05T17:36:24+00:00,2023-05-05T18:19:35+00:00,10.0409375,7786727000195,206622.39666666664,21458.166666666668,2022-10-05T17:36:24+00:00,2023-05-05T18:19:35+00:00,4.307547169811321,6.645161290322581,99.0706068125423,2.7612481857764877,9.967074032419273,24.905450249786764,A
COBREMAX INDUSTRIA E COMERCIO LTDA,49874221.97,6017105.0,238,2018-01-02T17:25:20+00:00,2024-12-20T16:55:23+00:00,8.445214007782102,7786727000195,209555.5544957983,25281.953781512606,2018-01-02T17:25:20+00:00,2024-12-20T16:55:23+00:00,2.8488871411718444,9.703125,98.64291958041959,1.8262097058793874,80.19460792630464,52.536910968957535,A
COLLECT SERVICOS E TRANSPORTES LTDA,2200.0,8000.0,1,2022-03-21T19:57:48+00:00,2022-03-21T19:57:48+00:00,0.275,36845791000106,2200.0,8000.0,2022-03-21T19:57:48+00:00,2022-03-21T19:57:48+00:00,1.0,0.0,100.0,0.641025641025641,0.003537461447398499,20.257825240989217,D
COM. DE PAPEIS SAO JUDAS TADEU LTDA - FILIAL 02,9150354.66,7885300.2,560,2023-01-03T10:22:48+00:00,2024-12-30T14:37:55+00:00,1.2841003460207614,62038047000282,16339.919035714285,14080.893214285714,2023-01-03T10:22:48+00:00,2024-12-30T14:37:55+00:00,23.447592847317747,0.8561525129982669,99.88025838979046,15.030508235460093,14.713194018078726,31.87353257937362,A
COMERCIO DE RECICLAGEM BOA ESPERAN�A,4800.0,16000.0,1,2024-11-19T15:20:00+00:00,2024-11-19T15:20:00+00:00,0.3,11372558000114,4800.0,16000.0,2024-11-19T15:20:00+00:00,2024-11-19T15:20:00+00:00,1.0,0.0,100.0,0.641025641025641,0.007718097703414906,20.259497495491622,C
COMERCIO E TRANSPORTE DE SUCATAS PALADINI LTDA,188617.5,60869.5,7,2018-12-03T16:00:00+00:00,2021-08-05T11:02:00+00:00,352.1857142857143,3014247000155,26945.35714285714,8695.642857142857,2018-12-03T16:00:00+00:00,2021-08-05T11:02:00+00:00,0.21854358974358976,162.16666666666666,77.31934731934732,0.14009204470742934,0.30328506116122106,15.641220306216924,D
COOCREJA - COOP. DE TRAB. DOS CATADORES DA FAZ. GRANDE CAJAZ,472.0,1430.0,1,2024-06-18T19:13:00+00:00,2024-06-18T19:13:00+00:00,0.35,23975661000138,472.0,1430.0,2024-06-18T19:13:00+00:00,2024-06-18T19:13:00+00:00,1.0,0.0,100.0,0.641025641025641,0.0007589462741691325,20.256713834919925,D
"COOLABORE - COOPERATIVA DE TRABALHO, LIMPEZA URBANA E RECIC",45203.71,63875.0,9,2023-07-26T14:37:37+00:00,2023-07-31T21:17:28+00:00,1.208,506046000349,5022.634444444444,7097.222222222223,2023-07-26T14:37:37+00:00,2023-07-31T21:17:28+00:00,9.0,0.125,99.98251748251748,5.769230769230769,0.07268471882017363,22.333269691723874,A
"COOLABORE - COOPERATIVA DE TRABALHO, LIMPEZA URBANA E RECICL",849072.12,1251851.0,181,2023-08-08T17:16:47+00:00,2024-12-27T13:40:34+00:00,1.1353531400966184,506046000349,4691.006187845303,6916.303867403315,2023-08-08T17:16:47+00:00,2024-12-27T13:40:34+00:00,10.888616600790515,1.082324455205811,99.84862595032087,6.979882436404177,1.3652544957095054,23.30777996290965,A
COOP ALIANCA DE ECONOM SOL E PREST DE SERV,176346.12,661997.0,49,2023-01-17T20:41:00+00:00,2024-12-11T19:32:00+00:00,0.786904761904762,9278593000127,3598.900408163265,13510.142857142857,2023-01-17T20:41:00+00:00,2024-12-11T19:32:00+00:00,2.152323232323232,5.32,99.25594405594406,1.3796943796943797,0.283553454953777,20.516487945048073,C
COOP CATADORES DE MAT RECICLAVEIS DE GARIBALDI,284477.3,335076.0,64,2024-03-08T20:10:00+00:00,2024-12-18T17:04:00+00:00,1.0822972972972973,8962769000100,4444.9578125,5235.5625,2024-03-08T20:10:00+00:00,2024-12-18T17:04:00+00:00,6.859718309859155,3.5342465753424657,99.50569977967238,4.397255326832792,0.45742158245909864,21.843010719651232,B
COOP CATADORES DE MATERIAIS RECICLAVEIS DE GARIBALDI,42218.1,47161.0,12,2024-01-11T17:24:00+00:00,2024-03-13T15:12:00+00:00,1.203125,8962769000100,3518.1749999999997,3930.0833333333335,2024-01-11T17:24:00+00:00,2024-03-13T15:12:00+00:00,5.988196721311475,3.7333333333333334,99.47785547785548,3.83858764186633,0.06788404596927936,21.458159770705343,B
COOP DE CAT DE RES SOL E REC EM GER DA BAHIA,1351054.56,828438.988,146,2023-09-13T03:00:00+00:00,2025-07-07T03:00:00+00:00,2.0313125,8864519000120,9253.798356164383,5674.239643835616,2023-09-13T03:00:00+00:00,2025-07-07T03:00:00+00:00,6.703227752639518,4.169811320754717,99.41680960548885,4.296940867076613,2.172410645150883,22.47110252598877,A
COOP DE CATADORES DE MAT RECICLAVEIS DE ARQUEMES E REGIAO,3639.0,12130.0,4,2024-10-11T18:26:00+00:00,2024-12-19T20:03:00+00:00,0.3,14863429000117,909.75,3032.5,2024-10-11T18:26:00+00:00,2024-12-19T20:03:00+00:00,1.7646376811594202,22.666666666666668,96.82983682983684,1.131178000743218,0.005851282821401426,19.820779079393215,D
COOP DE CATADORES DE MATERIAIS RECICL�VEIS RECICLAR � VIVER,15810.9,8154.0,4,2024-08-26T14:47:00+00:00,2024-11-26T14:48:00+00:00,1.925,34270380000104,3952.725,2038.5,2024-08-26T14:47:00+00:00,2024-11-26T14:48:00+00:00,1.3234782608695652,12.857142857142858,98.2017982017982,0.8483835005574135,0.02542293145394224,19.989882213164183,D
COOP DE CATADORES E RECICLADORES NOVA GERACAO,448961.27,608201.0,19,2025-03-12T14:04:00+00:00,2025-07-03T18:40:00+00:00,0.9926299999999999,53301683000183,23629.54052631579,32010.57894736842,2025-03-12T14:04:00+00:00,2025-07-03T18:40:00+00:00,5.118230088495576,5.894736842105263,99.17556128082444,3.2809167233946,0.7219014472727584,21.436239524431834,B
COOP DE SEG GRAU DE COM SOLIDARIA DE MATERIAIS RECICLAVEIS,466249.19,651233.46,24,2024-06-05T20:44:00+00:00,2024-12-06T18:31:00+00:00,1.2233333333333334,21094783000190,19427.049583333333,27134.727499999997,2024-06-05T20:44:00+00:00,2024-12-06T18:31:00+00:00,3.9921311475409835,6.172413793103448,99.1367253436219,2.5590584279108866,0.7496993338662626,21.150848173435243,B
COOP DE TRAB PARA REC E PREST DE SERV,56828.59,109525.37,12,2024-02-19T16:51:01+00:00,2024-08-29T13:07:24+00:00,0.4925,37218557000103,4735.715833333333,9127.114166666666,2024-02-19T16:51:01+00:00,2024-08-29T13:07:24+00:00,1.9124607329842933,16.90909090909091,97.63509218054672,1.225936367297624,0.09137679374318902,20.053943700525668,D
COOP DE TRAB SANTO ANTONIO GESTAO AMBIENTAL,33444.1,64477.0,11,2024-09-09T12:37:00+00:00,2024-12-26T19:51:00+00:00,0.835,8771799000121,3040.372727272727,5861.545454545455,2024-09-09T12:37:00+00:00,2024-12-26T19:51:00+00:00,3.1003703703703707,5.421052631578948,99.24181082075819,1.987416904083571,0.05377600654224552,20.664839328401964,C
COOP DE TRABALHO DE RECICLAGEM COOP KEFI,130207.34,545249.0459,79,2024-04-02T11:55:00+00:00,2025-07-07T20:49:00+00:00,17.933176724137933,9426576000190,1648.19417721519,6901.886656962026,2024-04-02T11:55:00+00:00,2025-07-07T20:49:00+00:00,5.216399132321041,3.6956521739130435,99.48312557008208,3.3438455976416934,0.20936520246286747,21.31790943405824,B
COOP DE TRABALHO E RECICLAGEM LTDA,185029.46,300923.9,54,2023-09-06T13:55:00+00:00,2024-12-10T11:04:00+00:00,15.911813725490195,1816673000187,3426.4714814814815,5572.664814814815,2023-09-06T13:55:00+00:00,2024-12-10T11:04:00+00:00,3.5733913043478265,2.2463054187192117,99.68583140996934,2.290635451505017,0.2975157188104376,20.97242675012005,B
COOP DOS CATADORES DE MAT RECICLAVEIS COOPERC,25864.19,404767.4,38,2024-09-30T17:23:53+00:00,2025-02-27T11:53:19+00:00,0.06842105263157895,23781045000146,680.6365789473684,10651.773684210528,2024-09-30T17:23:53+00:00,2025-02-27T11:53:19+00:00,7.763221476510067,3.7567567567567566,99.47457947457947,4.976424023403888,0.04158798863326808,21.90212069973076,B
COOP DOS CATADORES DE MAT. RECICLAVEL DO TERRITORIO NORTE D,47447.5,29010.0,3,2023-10-02T12:26:00+00:00,2024-01-03T17:45:00+00:00,1.6444444444444446,50891995000104,15815.833333333334,9670.0,2023-10-02T12:26:00+00:00,2024-01-03T17:45:00+00:00,0.9819354838709677,11.625,98.37412587412587,0.6294458229942101,0.07629259182974558,19.957120540754755,D
COOP EDUC AMBIENTAL RECICL SEPE TIARAJU CEAR,145890.77,199822.8,40,2023-10-03T14:13:00+00:00,2025-06-26T22:40:00+00:00,1.569792531120332,15061148000103,3647.26925,4995.57,2023-10-03T14:13:00+00:00,2025-06-26T22:40:00+00:00,1.9265822784810127,2.595833333333333,99.63694638694639,1.2349886400519312,0.2345831701846734,20.515218001483923,C
COOP TRAB CATADORES MAT RECICLAVEIS DA REGIAO DO SERIDO,9000.0,90000.0,2,2023-10-24T21:53:00+00:00,2024-05-23T12:51:00+00:00,0.1,44582695000132,4500.0,45000.0,2023-10-24T21:53:00+00:00,2024-05-23T12:51:00+00:00,0.2885308056872038,211.0,70.4895104895105,0.1849556446712845,0.014471433193902952,14.177672929048175,D
COOP TRABALHO PROD RECICLAGEM CRESCER,1624.5,2850.0,1,2019-07-30T17:32:54+00:00,2019-07-30T17:32:54+00:00,0.5700000000000001,7985847000111,1624.5,2850.0,2019-07-30T17:32:54+00:00,2019-07-30T17:32:54+00:00,1.0,0.0,100.0,0.641025641025641,0.0026120936914994825,20.257455093886854,D
COOP. DE CATADORES DE MATERIAIS RECICL�VEIS RECICLAR � VIVER,24165.45,97037.0,11,2024-08-26T14:58:00+00:00,2024-12-20T15:14:00+00:00,0.44047619047619047,34270380000104,2196.859090909091,8821.545454545454,2024-08-26T14:58:00+00:00,2024-12-20T15:14:00+00:00,2.8865517241379313,5.65,99.2097902097902,1.8503536693191867,0.03885652169728911,20.597642118364632,C
COOP. DE TRAB. DOS CATADORES DE MAT. RECICLAVEIS DE PIRAJU,231998.52,306724.85,31,2023-01-17T19:53:00+00:00,2024-04-01T12:00:00+00:00,1.2049999999999998,28024860000184,7483.823225806451,9894.349999999999,2023-01-17T19:53:00+00:00,2024-04-01T12:00:00+00:00,2.149521640091116,3.9813084112149535,99.44317364878113,1.377898487237895,0.3730390092515952,20.589009728352025,C
"COOP. DE TRAB. DOS PROF. EM COLETA, PROC. E COM. DE MAT. REC",285468.26,406624.04,25,2024-01-29T16:36:02+00:00,2024-12-19T13:54:18+00:00,0.9460397661157025,16675907000190,11418.7304,16264.961599999999,2024-01-29T16:36:02+00:00,2024-12-19T13:54:18+00:00,2.3487654320987654,2.625,99.63286713286713,1.5056188667299777,0.4590149837299687,20.712426966757405,C
COOP. DE TRABALHO DOS CATADORES DE MAT. REC. DE MARAB�,95439.28,97784.0,16,2023-01-18T16:57:00+00:00,2024-10-28T20:24:00+00:00,0.9335294117647058,37257564000114,5964.955,6111.5,2023-01-18T16:57:00+00:00,2024-10-28T20:24:00+00:00,0.750446841294299,40.1875,94.37937062937063,0.4810556674963455,0.15346035162157753,19.129680533521295,D
COOP. DE TRABALHO DOS CATADORES DE MATERIAIS RECICLAVEIS DA,1488879.24,1255151.5,300,2022-12-08T19:58:09+00:00,2025-07-08T20:35:01+00:00,1.947627416520211,9376147000155,4962.9308,4183.838333333333,2022-12-08T19:58:09+00:00,2025-07-08T20:35:01+00:00,9.683987274655356,1.4278169014084507,99.80030532847435,6.2076841504201,2.394024050605444,23.40074434610509,A
COOP. TRAB. CAT. MAT. REC. DESPOLUIDORA DO MEIO AMB. LTDA,1747356.25,1885710.0,182,2018-08-10T15:04:32+00:00,2023-05-31T19:33:42+00:00,3.9302844036697246,20006804000105,9600.858516483517,10361.043956043955,2018-08-10T15:04:32+00:00,2023-05-31T19:33:42+00:00,3.156740740740741,7.746543778801843,98.91656730366408,2.02355175688509,2.8096388042026423,21.71658968516791,B
COOPECO - COOPERATIVA ECO. CORRETA DE MAT.  REC. DE BAURU,713328.0,689040.883,94,2023-05-30T20:00:00+00:00,2024-12-27T17:00:00+00:00,103.29738461538462,19652978000166,7588.595744680851,7330.222159574469,2023-05-30T20:00:00+00:00,2024-12-27T17:00:00+00:00,4.967638888888889,1.6882716049382716,99.76387809721143,3.1843839031339027,1.1469864997044892,21.685323780577644,B
COOPEMBAU - COOPERATIVA DE TRABALHO E PRODUCAO DOS CATADORES,499044.06,2074542.78,226,2023-07-25T01:47:00+00:00,2025-06-27T22:24:00+00:00,0.49723529411764705,23189494000108,2208.159557522124,9179.392831858408,2023-07-25T01:47:00+00:00,2025-06-27T22:24:00+00:00,9.78583214793741,1.8672566371681416,99.7388452255709,6.272969325600905,0.8024314194560107,22.77792934313695,A
COOPER NOVA ERA - COOPERATIVA DE TRABALHO DE CATADORES NOVA,10662.0,40590.0,4,2022-04-20T20:04:00+00:00,2022-08-11T20:08:00+00:00,0.5428571428571428,21227852000196,2665.5,10147.5,2022-04-20T20:04:00+00:00,2022-08-11T20:08:00+00:00,1.0775221238938053,18.666666666666668,97.38927738927738,0.6907193101883367,0.017143824523710362,19.761000731740296,D
COOPER SANTOS COOP DE TRAB CATADORES DO BOM RETIRO,28500.0,988.0,23,2024-10-16T21:46:20+00:00,2024-11-25T13:38:15+00:00,28.695652173913043,50960930000165,1239.1304347826087,42.95652173913044,2024-10-16T21:46:20+00:00,2024-11-25T13:38:15+00:00,17.95179487179487,1.6363636363636365,99.77113795295614,11.507560815253122,0.045826205114026006,24.57558239873809,A
COOPERAR - COOP. DE TRAB. DOS RECICLADORES DE ITUVERAVA,112323.17,135741.9,11,2023-01-20T16:21:00+00:00,2023-12-04T11:19:00+00:00,1.12,9393178000114,10211.197272727273,12340.172727272728,2023-01-20T16:21:00+00:00,2023-12-04T11:19:00+00:00,1.0562776025236593,21.133333333333333,97.04428904428904,0.677101027258756,0.18060858342026712,19.75194165312942,D
COOPERATIVA CENTRAL DE COMERCIALIZA��O BENEFECIAMENTO DE MAT,1326245.37,2029718.34,214,2023-12-12T15:56:00+00:00,2025-01-03T13:08:00+00:00,0.6432870370370369,39730414000101,6197.408271028038,9484.665140186917,2023-12-12T15:56:00+00:00,2025-01-03T13:08:00+00:00,16.832454780361758,1.4744186046511627,99.7937876077411,10.790035115616512,2.1325190300753447,25.127779179824962,A
COOPERATIVA CENTRAL DE RECICLAGEM - REDE SOLIDARIA CATA VIDA,660669.6,791011.17,133,2023-01-16T15:15:08+00:00,2025-06-30T16:44:20+00:00,0.886333455882353,14507153000134,4967.440601503759,5947.452406015038,2023-01-16T15:15:08+00:00,2025-06-30T16:44:20+00:00,4.5184375,6.214814814814815,99.13079513079514,2.8964342948717947,1.062315108849176,21.409658787647416,B
COOPERATIVA CHAPADENSE DE MATERIAS RECICLAVEIS:155,114569.45,154031.0,14,2022-10-11T18:52:35+00:00,2024-06-04T13:06:22+00:00,1.0116666666666667,15594254000152,8183.532142857142,11002.214285714286,2022-10-11T18:52:35+00:00,2024-06-04T13:06:22+00:00,0.7090848585690516,20.586206896551722,97.1208102242585,0.4545415760058023,0.1842204601930227,19.67966685933123,D
COOPERATIVA COOPERVERDE,61765.8,661142.0,23,2023-04-12T01:00:39+00:00,2023-07-07T19:48:27+00:00,0.14696969696969697,37202183000138,2685.4695652173914,28745.304347826088,2023-04-12T01:00:39+00:00,2023-07-07T19:48:27+00:00,8.140930232558139,2.53125,99.64597902097903,5.218545020870602,0.0993155164853301,22.05634001913818,B
COOPERATIVA DE CATADORES AGENTES ECOL. DE CANABRAVA,14416.6,40660.0,5,2019-01-04T11:03:20+00:00,2019-01-08T11:17:34+00:00,0.354,5754236000137,2883.32,8132.0,2019-01-04T11:03:20+00:00,2019-01-08T11:17:34+00:00,5.0,0.5,99.93006993006993,3.205128205128205,0.023180984864802367,21.27733766201119,B
COOPERATIVA DE CATADORES DE LUZIANIA COOPERA MAIS BRASIL,351999.94999999995,1100000.0002000001,10,2024-12-05T16:12:00+00:00,2024-12-10T13:12:00+00:00,0.32,31310599000193,35199.994999999995,110000.00002,2024-12-05T16:12:00+00:00,2024-12-10T13:12:00+00:00,10.0,0.4444444444444444,99.93783993783994,6.41025641025641,0.5659937511869086,22.77806805214532,A
COOPERATIVA DE CATADORES DE MATERIAIS RECICLAVEIS D'OURO,33811.39,53158.3,20,2024-08-28T15:38:00+00:00,2025-06-03T16:21:00+00:00,1.3056323943661972,33600523000128,1690.5695,2657.915,2024-08-28T15:38:00+00:00,2025-06-03T16:21:00+00:00,2.1820788530465953,3.9571428571428573,99.44655344655344,1.3987684955426893,0.0543665857308887,20.47056472182012,C
COOPERATIVA DE CATADORES DE MATERIAIS RECICLAVEIS DE OURINHO,834736.44,811517.4,154,2023-10-23T14:37:00+00:00,2025-07-04T12:24:00+00:00,8.302610722610723,11472760000118,5420.3664935064935,5269.5935064935065,2023-10-23T14:37:00+00:00,2025-07-04T12:24:00+00:00,7.5731179321486275,1.3037383177570094,99.81765897653749,4.854562777018351,1.3422036251084866,22.442238356158235,A
COOPERATIVA DE CATADORES DE MATERIAL RECICLAVEL JOAO PAULINO,182860.3,1455520.0,80,2022-10-26T11:00:00+00:00,2024-05-27T12:00:00+00:00,0.12123595505617979,12075611000188,2285.75375,18194.0,2022-10-26T11:00:00+00:00,2024-05-27T12:00:00+00:00,4.20587219343696,6.318181818181818,99.1163382072473,2.696071918869846,0.2940278461407835,21.019307547453714,B
COOPERATIVA DE CATADORES E CATADORAS DE MATERIAIS RECICLAVEI,639571.34,867403.244,146,2023-06-07T20:17:00+00:00,2024-01-30T15:53:00+00:00,1.488920704845815,8611039000157,4380.625616438356,5941.118109589041,2023-06-07T20:17:00+00:00,2024-01-30T15:53:00+00:00,18.831525423728813,0.4326710816777042,99.93948656200313,12.071490656236419,1.0283904355049989,25.227849749097192,A
COOPERATIVA DE CATADORES MATERIAIS RECICLAVEIS DE COLINA,34906.13,61077.18,6,2023-07-06T16:28:33+00:00,2023-09-28T12:54:12+00:00,1.2854929577464789,11817133000171,5817.688333333333,10179.53,2023-07-06T16:28:33+00:00,2023-09-28T12:54:12+00:00,2.2004819277108436,1.1571428571428573,99.83816183816184,1.4105653382761818,0.05612685870585462,20.554309246425184,C
COOPERATIVA DE CATADORES PROFISSIONAIS DE SAIRE-PE,1200.0,15000.0,1,2023-01-06T03:00:00+00:00,2023-01-06T03:00:00+00:00,0.08,10538574000171,1200.0,15000.0,2023-01-06T03:00:00+00:00,2023-01-06T03:00:00+00:00,1.0,0.0,100.0,0.641025641025641,0.0019295244258537266,20.257182066180597,D
COOPERATIVA DE MATERIAIS RECICLAVEIS DE ARARI - COPEMARA,393424.39,510686.605,54,2024-08-21T16:33:00+00:00,2024-11-01T14:08:00+00:00,0.97,44126003000141,7285.636851851852,9457.159351851851,2024-08-21T16:33:00+00:00,2024-11-01T14:08:00+00:00,23.151549295774647,0.9324324324324325,99.86958986958987,14.840736728060671,0.6326016418596689,26.163253321886113,A
COOPERATIVA DE MATERIAIS RECICLAVEIS DE UMUARAMA E REGIAO -,209982.5,502950.0,21,2023-01-09T15:51:25+00:00,2024-12-31T18:22:41+00:00,0.4441025641025641,45785316000174,9999.166666666666,23950.0,2023-01-09T15:51:25+00:00,2024-12-31T18:22:41+00:00,0.8853739612188366,18.789473684210527,97.3721015826279,0.5675474110377158,0.33763863562652513,19.83649473519128,D
COOPERATIVA DE RECICLAGEM E LIMPEZA DE TAQUARA LTDA,34097.0,331240.0,7,2024-04-03T11:00:00+00:00,2024-10-29T18:14:00+00:00,0.4428571428571429,13498991000126,4871.0,47320.0,2024-04-03T11:00:00+00:00,2024-10-29T18:14:00+00:00,1.0195215311004786,15.923076923076923,97.77299623453469,0.6535394430131274,0.0548258286236121,19.837945355561633,D
COOPERATIVA DE SEGUNDO GRAU DE COMERCIALIZACAO SOLIDARIA DE,1126696.62,1508538.24,68,2023-02-08T20:08:00+00:00,2023-09-18T17:23:00+00:00,1.2892473123408603,21094783000190,16569.067941176472,22184.38588235294,2023-02-08T20:08:00+00:00,2023-09-18T17:23:00+00:00,9.366153846153846,2.239130434782609,99.6868349042262,6.003944773175542,1.8116572073473625,23.0636077730544,A
COOPERATIVA DE SEGUNDO GRAU DE COMERCIALIZA��O SOLIDARIA DE,1046668.4,1377924.0,57,2022-01-07T21:24:00+00:00,2023-12-07T17:13:00+00:00,1.313483146067416,21094783000190,18362.603508771932,24174.105263157893,2022-01-07T21:24:00+00:00,2023-12-07T17:13:00+00:00,2.485787965616046,7.7272727272727275,98.9192625556262,1.59345382411285,1.6829768696410323,21.094424788626796,B
COOPERATIVA DE TRAB  CATADORES DE MAT. REC FENIX CARROSSEL,114382.06999999999,265080.0,18,2021-11-03T12:58:00+00:00,2024-03-04T13:00:00+00:00,0.42782608695652175,14527545000165,6354.559444444444,14726.666666666666,2021-11-03T12:58:00+00:00,2024-03-04T13:00:00+00:00,0.6430985915492958,38.36363636363637,94.63445645263828,0.41224268689057425,0.18391916495392563,19.165356031265457,D
COOPERATIVA DE TRAB DE CAT DE MATERIAIS RECICLAVEIS DE CAIU�,62514.2,156286.0,20,2023-01-12T16:16:00+00:00,2024-12-23T02:33:00+00:00,1.1651041666666666,34474313000101,3125.71,7814.3,2023-01-12T16:16:00+00:00,2024-12-23T02:33:00+00:00,0.8574647887323944,2.442508710801394,99.65839039009771,0.549656915854099,0.10051889655225421,20.191748402982086,D
COOPERATIVA DE TRAB DE MATERIAIS RECICLAVEIS RECICLA MAIS,58425.34,165448.0,30,2025-05-14T19:01:00+00:00,2025-07-07T14:00:00+00:00,0.3728409090909091,47230624000169,1947.5113333333331,5514.933333333333,2025-05-14T19:01:00+00:00,2025-07-07T14:00:00+00:00,17.230188679245284,0.5402298850574713,99.92444337271922,11.04499274310595,0.09394426718234064,24.440463478659165,A
COOPERATIVA DE TRAB DE PROD ALIANCA DE CAT DE RES RECI DO AM,4119454.74,6217332.5,93,2023-03-06T20:36:00+00:00,2024-12-30T19:30:00+00:00,0.6113541666666668,13404236000135,44295.212258064515,66853.0376344086,2023-03-06T20:36:00+00:00,2024-12-30T19:30:00+00:00,4.263433734939759,6.652631578947369,99.06956201693043,2.732970342910102,6.623823785024095,23.55663005455977,A
COOPERATIVA DE TRAB DOS CATADORES DE MAT RECIC DA B F L LTDA,8038.85,37.39,5,2019-09-12T12:24:00+00:00,2019-11-25T18:52:00+00:00,215.0,21313909000170,1607.77,7.478,2019-09-12T12:24:00+00:00,2019-11-25T18:52:00+00:00,2.056756756756757,18.0,97.48251748251748,1.3184338184338185,0.012925964525645192,20.02904740968728,D
COOPERATIVA DE TRAB.  EMPR. POP. DE CAT. DE PAPEL DA ASA SUL,134471.69,381903.3,6,2023-11-30T20:54:00+00:00,2024-01-30T15:24:00+00:00,0.672294241076923,11759113000191,22411.948333333334,63650.549999999996,2023-11-30T20:54:00+00:00,2024-01-30T15:24:00+00:00,3.044,0.7792207792207793,99.89101807283626,1.9512820512820512,0.21622200870069194,20.84520523856035,C
COOPERATIVA DE TRABAJHO DE COL. DE MAT. RECICLAVEIS E REUTIL,85338.6,46939.0,7,2024-10-03T17:47:00+00:00,2025-03-11T17:11:00+00:00,1.9352941176470588,32552702000174,12191.228571428572,6705.571428571428,2024-10-03T17:47:00+00:00,2025-03-11T17:11:00+00:00,1.348607594936709,9.6875,98.6451048951049,0.8644920480363518,0.1372190943068007,20.129705435958243,D
COOPERATIVA DE TRABALHO AMIGOS DO LIXO DE GUARATINGUETA CATA,105215.5,192462.0,45,2024-01-17T13:50:00+00:00,2025-05-29T18:47:00+00:00,1.8466,4695762000100,2338.1222222222223,4276.933333333333,2024-01-17T13:50:00+00:00,2025-05-29T18:47:00+00:00,2.7506024096385544,4.898989898989899,99.31482658755387,1.7632066728452274,0.169179897690344,20.635919945725,C
COOPERATIVA DE TRABALHO COOPER ECO AMBIENTAL BRASIL,208340.88,111950.4,21,2024-02-06T15:55:43+00:00,2024-08-20T13:20:05+00:00,1.8270270270270268,53075229000151,9920.994285714285,5330.971428571428,2024-02-06T15:55:43+00:00,2024-08-20T13:20:05+00:00,3.278153846153846,5.222222222222222,99.26961926961927,2.10138067061144,0.3349990140532168,20.82847572778972,C
COOPERATIVA DE TRABALHO DE CATADORAS E CATADORES DE MATERIAI,1082880.4,3800190.0,187,2023-08-31T18:06:02+00:00,2024-12-16T20:52:00+00:00,0.975,25024544000114,5790.804278074866,20321.87165775401,2023-08-31T18:06:02+00:00,2024-12-16T20:52:00+00:00,12.034418604651163,2.0821917808219177,99.70878436631861,7.714370900417412,1.7412034850652114,23.72398662745677,A
COOPERATIVA DE TRABALHO DE CATADORES AMIGOS DA NATUREZA,213727.02,497207.0,35,2024-10-01T14:03:00+00:00,2024-12-30T20:00:00+00:00,0.8236111111111111,39406719000162,6106.486285714285,14205.914285714285,2024-10-01T14:03:00+00:00,2024-12-30T20:00:00+00:00,11.837777777777777,2.2,99.6923076923077,7.588319088319088,0.34365958796243995,23.111253008974153,A
COOPERATIVA DE TRABALHO DE CATADORES DE MATERIAIS,116738.45,174583.4,25,2024-12-26T18:15:00+00:00,2025-07-09T19:04:00+00:00,1.2563333333333333,28934414000107,4669.538,6983.335999999999,2024-12-26T18:15:00+00:00,2025-07-09T19:04:00+00:00,3.902564102564103,3.288135593220339,99.5401208960531,2.5016436554898096,0.18770807559275332,20.983764871643647,B
COOPERATIVA DE TRABALHO DE CATADORES DE MATERIAIS RECICLAVEI,313013.36,1993851.015,266,2023-12-04T13:05:00+00:00,2025-07-01T02:49:08+00:00,37.01016893072289,47227018000194,1176.741954887218,7495.680507518797,2023-12-04T13:05:00+00:00,2025-07-01T02:49:08+00:00,14.106341463414635,0.8371040723981901,99.8829225073569,9.042526579111945,0.5033057697821215,23.794917441029007,A
COOPERATIVA DE TRABALHO DE COL. DE MAT. RECICLAVEIS E REUTIL,73515.0,76426.3,7,2024-07-25T14:24:00+00:00,2025-06-17T13:17:00+00:00,95.61699999999999,32552702000174,10502.142857142857,10918.042857142858,2024-07-25T14:24:00+00:00,2025-06-17T13:17:00+00:00,0.6536196319018405,36.0,94.96503496503496,0.4189869435268208,0.11820749013886393,19.207884766473267,D
